BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
2,55000,649,2,"Promenade At The Address, Ghatkopar West",2,2,Bachelors,2
3,90000,1000,2,Vile Parle West,2,2,Bachelors,2
2,250000,1300,2,Khar West,2,2,Bachelors/Family,2
2,25000,1065,1,"Gaurav Excellency, Mira Road",2,2,Bachelors/Family,2
2,90000,854,2,"Kanakia Paris, Bandra Kurla Complex",2,2,Bachelors/Family,2
3,120000,1200,2,"Salvation CHS, Dadar West",2,2,Bachelors/Family,3
1,55000,500,2,Hiranandani Gardens,2,1,Bachelors,1
3,70000,906,2,"Sanjona Gulmarg Towers, Chembur East",2,2,Bachelors/Family,3
3,300000,1800,2,Bandra West,2,2,Bachelors/Family,4
2,25000,500,2,New Devchhaya Building,2,2,Bachelors/Family,1
1,35000,450,1,Goregaon West,2,1,Bachelors/Family,1
3,120000,1130,2,Bandra West,2,2,Bachelors/Family,3
1,27000,495,1,Andheri East,2,2,Bachelors/Family,2
1,25000,407,1,Devi Pada,2,1,Bachelors/Family,2
3,150000,1092,2,"Lodha The Park, Worli",2,2,Family,3
2,32000,610,2,"The Windsor, Kandivali East",2,1,Family,2
1,40000,500,1,"Manavsthal, Andheri East",2,2,Bachelors/Family,2
2,52000,750,2,"vanamali chs ghatla, Ghatla",2,1,Bachelors/Family,2
2,80000,750,2,"lokhandwala residency, Worli",2,2,Bachelors,2
2,55000,850,2,"Adityavardhan Apartment, Raheja Vihar",2,2,Bachelors/Family,2
1,30000,350,2,Prabhadevi,2,1,Bachelors/Family,1
1,20000,300,2,"Sundar Nagar, Kalina",2,2,Bachelors/Family,1
1,85000,695,2,Union Park,2,2,Bachelors/Family,2
1,40000,415,2,"Kanakia Rainforest, Andheri East",2,2,Bachelors/Family,2
1,21000,450,2,Bhandup Village,2,1,Bachelors,2
3,43000,850,2,"Aspire, Kandivali East",2,1,Family,3
2,58000,805,2,"Auris Serenity, Link Road",2,2,Bachelors/Family,3
2,130000,700,2,Bandra West,2,2,Bachelors/Family,2
3,260000,1800,2,JVPD Scheme,2,2,Family,4
2,46000,669,2,"Tulip at Runwal Forests, Kanjurmarg West",2,1,Bachelors,2
1,6500,325,2,"Unicorn Global Arena, Naigaon East",2,1,Family,1
1,21000,600,1,Sher E Punjab Society,2,2,Bachelors/Family,1
2,46000,725,2,Chembur,2,1,Bachelors/Family,2
2,60000,750,2,"Green Woods Chkala, Andheri East",2,2,Bachelors/Family,2
3,65000,1050,2,"Hillcrest, Andheri East",2,2,Bachelors,3
2,15000,600,2,Shilphata,2,1,Bachelors/Family,2
2,130000,1000,2,Bandra West,2,2,Bachelors/Family,2
3,90000,1110,2,"Omkar Alta Monte, Kurar Village",2,2,Bachelors/Family,3
2,62000,650,2,Jacob Circle,2,1,Family,2
3,160000,1100,2,Santacruz West,2,2,Bachelors/Family,3
3,80000,1100,2,"Godrej Central, Chembur",2,1,Bachelors/Family,3
3,80000,1110,2,"Omkar Alta Monte, Kurar Village",2,2,Bachelors/Family,3
3,55000,999,2,"Orchid Residency, Link Road",2,2,Family,2
3,100000,1000,2,Santacruz West,2,2,Bachelors/Family,3
4,200000,2200,2,Seven Bungalows,2,2,Bachelors/Family,5
3,100000,1256,2,"Satyam Springs, Deonar",2,2,Family,3
2,79500,750,2,"Hiranandani Castle Rock, Hiranandani Gardens",2,2,Family,2
3,84500,889,2,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",2,2,Bachelors/Family,2
2,100000,750,2,"Hiranandani Atlantis, Hiranandani Gardens",2,2,Bachelors/Family,2
1,13000,385,2,"Aims Sea View, Indralok",2,1,Family,1
4,100000,1454,2,"diamond garden, Chembur East",2,1,Bachelors/Family,4
1,35000,480,2,Seven Bungalows,2,2,Family,2
2,72000,660,2,"Hiranandani Castle Rock, Hiranandani Gardens",2,2,Bachelors/Family,2
3,180000,1600,2,Bandra West,2,2,Bachelors/Family,3
1,26000,434,2,"Samarth Srishti, Bhandup West",2,2,Bachelors/Family,2
3,72000,1121,2,"Hari Kunj II, Sindhi Society Chembur",2,1,Bachelors/Family,3
1,8000,620,1,Virar,2,2,Bachelors/Family,2
3,130000,937,2,"Runwal Elegante, Andheri West",2,2,Family,2
1,52000,470,2,"Godrej The Trees, Vikhroli East",2,2,Bachelors/Family,2
1,13000,410,2,Mira Road East,2,1,Family,1
3,45000,850,2,Mulund West,2,1,Family,3
3,180000,1500,2,"Purushottam Towers, Dadar West",2,2,Bachelors/Family,4
2,63000,888,2,"Shapoorji Pallonji Vicinia, Chandivali",2,2,Bachelors/Family,2
1,7500,380,2,sunanda circal,2,1,Bachelors,2
1,30000,360,2,"Antop Hill, Wadala",2,1,Bachelors/Family,1
1,28500,565,1,Kandivali East,2,2,Bachelors/Family,2
3,100000,2000,1,"Auris Serenity, Malad West",2,2,Bachelors/Family,4
4,270000,1358,2,"Lodha Kiara, Worli Hill",2,2,Family,4
2,38000,661,2,"Runwal Forests, Kanjurmarg West",2,2,Bachelors/Family,2
1,26000,450,2,"Ratan Silicon Park, Jankalyan Nagar",2,1,Family,2
3,70000,1300,2,Goregaon West,2,1,Bachelors,3
2,41000,600,2,"Vasant Oscar, Mulund West",2,2,Family,2
2,27000,900,1,Mahatama Gandhi Road,2,2,Bachelors/Family,3
1,53000,379,2,"Hiranandani Regent Hill, Powai",2,2,Bachelors,1
2,65000,805,2,"Auris Serenity, Kanch Pada",2,2,Family,3
1,85000,650,1,Malabar Hill,2,2,Bachelors/Family,2
1,6000,500,1,Naigaon East,2,2,Bachelors/Family,2
1,43000,480,2,Seven Bungalows,2,2,Family,2
2,65000,550,1,"Dr Babasaheb Ambedkar Road, Mumbai",2,2,Bachelors/Family,2
3,280000,1600,2,Bandra West,2,2,Bachelors/Family,3
3,98000,1400,2,"Hubtown Sunmist, Chakala",2,2,Family,2
3,330000,1500,2,"Indiabulls Blu, Worli",2,2,Bachelors/Family,2
3,65000,1050,2,"Alpine, Kandivali East",2,1,Bachelors,3
3,85000,920,2,Ghatkopar East,2,1,Family,3
1,40000,450,2,"Ajmera Bhakti Park, Bhakti Park",2,2,Bachelors/Family,1
1,23000,440,2,in Kandivali West,2,2,Bachelors,1
3,55000,932,1,Ghatkopar West,2,1,Bachelors/Family,3
1,15000,270,2,chakala andheri east,2,1,Bachelors,2
1,52000,379,2,"Hiranandani Regent Hill, Powai",2,2,Bachelors,2
2,13000,582,2,Lodha casa rio,2,2,Family,2
2,95000,800,2,"Pali Hill Apartment, Pali Hill",2,2,Bachelors/Family,2
1,25000,444,2,"Srishti Solitaire, Bhandup Industrial Estate",2,1,Bachelors/Family,2
1,21000,428,2,"Godrej Tranquil, Lokhandwala Twp",2,1,Bachelors/Family,1
2,60000,888,2,"Shapoorji Pallonji Vicinia, Chandivali",2,2,Bachelors/Family,2
1,19000,490,1,Bhandup East,2,1,Bachelors/Family,1
3,140000,937,2,"Sheth Beaumonte, Sion Koliwada",2,1,Family,4
2,30000,710,2,"Gokul Gagan, Thakur Village, Kandivali East",2,1,Family,2
4,130000,1617,2,"Auris Serenity, Kanch Pada",2,2,Bachelors/Family,5
2,80000,836,2,"TATA Falcon Crest, Parel",2,1,Bachelors/Family,2
2,85000,1200,2,"Crescent Bay T3, Bhoiwada",2,2,Bachelors/Family,3
2,65000,950,2,"Vishnu Shivam Tower, Thakur Village, Kandivali East",2,2,Bachelors/Family,2
1,33000,460,2,"Conwood Astoria, Goregaon East",2,2,Bachelors/Family,2
1,36000,585,1,"Odyssey Bhakti Park, Bhakti Park",2,2,Bachelors/Family,2
2,22000,550,2,"Salasar Garden, Beverly Park",2,2,Family,2
1,17000,375,2,"Royal Palms Diamond Isle Phase II, Aarey Milk Colony",2,1,Bachelors/Family,1
2,55000,700,2,"Raj Legacy, Vikhroli West",2,2,Bachelors/Family,2
2,66000,750,2,"Sundar Nagar, Kalina",2,1,Family,2
4,140000,2000,2,"DB Woods, Gokuldham",2,2,Family,4
4,260000,2046,2,"Oberoi Esquire, Goregaon East",2,2,Bachelors/Family,5
2,32000,750,1,"Shree Sai Usha Complex, Bhandup West",2,2,Bachelors/Family,2
2,45000,730,2,"Raheja Heights, Malad East",2,1,Family,2
2,50000,750,2,"Hillcrest, Andheri East",2,2,Bachelors/Family,2
1,18500,229,1,Vile Parle,2,2,Bachelors/Family,1
2,51000,910,2,"Rivali Park, Borivali East",2,1,Bachelors,2
4,140000,1648,2,"Sheth Auris Serinity, Malad West",2,2,Bachelors/Family,5
3,80000,1100,2,"Alpine Shapoorji Pallonji, Thakur Village, Kandivali East",2,1,Family,3
1,30000,560,2,Ghatkopar East,2,1,Bachelors,2
2,85000,850,2,Andheri West,2,1,Bachelors/Family,2
1,15000,450,1,Dahisar East,2,1,Family,1
2,50000,820,2,"Raheja Heights, BMC Colony Malad East",2,2,Bachelors/Family,2
2,60000,750,2,"Tridhaatu Bhaveshwar Vilas, Central Avenue Road",2,1,Bachelors/Family,2
1,23000,410,2,"Midas Enclave CHS , Nandiadwala Colony",2,1,Bachelors/Family,1
1,14500,490,2,Ketki Pada,2,1,Bachelors/Family,2
2,40000,700,2,Collector Colony,2,1,Bachelors/Family,2
1,80000,560,2,Waterfield Road,2,2,Bachelors/Family,1
2,55000,650,2,"White Lily Apartment, Bhandup East",2,1,Bachelors/Family,2
1,12000,520,1,in Mira Road,2,2,Bachelors/Family,1
2,45000,850,2,"Eco Residency, Andheri East",2,1,Bachelors/Family,2
2,90000,777,2,"Hiranandani Castle Rock, Hiranandani Gardens",2,2,Bachelors/Family,2
2,43000,771,2,"Kalpataru Crest, Bhandup West",2,1,Bachelors/Family,2
1,22000,400,2,"Midas Enclave CHS , Nandiadwala Colony",2,1,Bachelors/Family,1
2,20000,600,2,"Marigold-5, Beverly Park",2,2,Family,2
1,26000,390,2,"Greenfields CHS, Andheri East",2,2,Bachelors/Family,2
4,850000,3200,2,Breach Candy,2,2,Bachelors/Family,4
1,34999,450,2,"HDIL Premier Residences, Kurla West",2,2,Bachelors/Family,2
1,35000,500,1,Powai,2,2,Bachelors/Family,2
1,50000,410,2,Dadar East,2,2,Bachelors/Family,1
1,16000,160,2,Lal Baug,2,1,Bachelors/Family,1
2,55000,750,2,Chandivali,2,1,Bachelors/Family,2
1,39000,585,1,"Chanchal Kalyan Complex, Yari Road",2,1,Family,2
3,100000,1300,2,"L&T Emerald Isle, Powai",2,2,Family,3
1,25000,350,2,Ghatla,2,2,Bachelors/Family,1
1,25000,490,1,Kandivali East,2,2,Bachelors/Family,2
2,49500,650,2,Juhu Versova Link Road,2,1,Family,2
1,21000,225,2,Lower Parel,2,1,Bachelors/Family,1
2,110000,850,2,Pali Hill,2,2,Bachelors/Family,2
1,21000,385,1,in Santacruz East,2,1,Bachelors/Family,1
2,46700,800,2,"Milap CHS, Seven Bungalows",2,1,Family,2
4,400000,2500,2,Bandra West,2,2,Bachelors/Family,4
4,280000,1526,2,"Lodha Marquise, Worli",2,2,Bachelors/Family,5
1,18000,300,1,Kurla West,2,1,Bachelors/Family,1
3,80000,1800,1,"Sabari Palm View, Chembur",2,2,Bachelors/Family,3
2,88000,800,2,"Kanakia Paris, Bandra Kurla Complex",2,2,Bachelors/Family,2
3,90000,890,2,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",2,2,Family,2
2,38000,700,2,"Sky Villa, Gokuldham",2,1,Bachelors/Family,2
1,20000,465,1,in Borivali East,2,2,Bachelors,1
2,140000,900,2,"Marathon Next Gen Era, Lower Parel",2,2,Family,2
3,78000,1073,2,"Raheja Ridgewood, Goregaon East",2,2,Bachelors/Family,3
1,21000,450,1,Chembur,2,1,Bachelors/Family,1
3,95000,1350,2,"Rajesh Raj Classic, Yari Road",2,2,Bachelors/Family,3
2,90000,800,2,"Band Stand, Bandra Band Stand",2,2,Bachelors/Family,2
2,34000,600,2,"Shiv Dham Apartment, Goregaon East",2,1,Bachelors,2
2,55000,650,2,Sion Trombay Road,2,1,Bachelors/Family,2
2,52000,550,2,Dadar East,2,2,Bachelors,2
1,74999,840,2,"Celestia Spaces, Balkrishna Dadu Karade Chowk",2,1,Bachelors/Family,2
3,75000,1121,2,"DB Woods, Gokuldham",2,2,Bachelors/Family,2
2,45000,650,2,"Swastik Pride, Chembur East",2,1,Bachelors/Family,2
1,22000,575,1,Kanjurmarg East,2,1,Bachelors/Family,1
1,32000,475,1,Andheri East,2,2,Bachelors/Family,1
2,34000,830,2,"Indraprastha CHS, Bhayandar East",2,2,Bachelors/Family,2
3,170000,1337,2,"Oberoi Splendor Grande, Agarkar Chowk",2,2,Bachelors/Family,3
1,23000,420,2,"Spring Leaf, Lokhandwala Twp",2,2,Bachelors/Family,2
1,20000,310,2,Malad West,2,1,Bachelors,1
3,350000,1800,2,Khar West,2,2,Family,4
3,90000,967,2,"Romell Aether, Goregaon East",2,2,Bachelors/Family,3
1,55000,505,2,"Godrej The Trees, Vikhroli East",2,2,Bachelors/Family,1
1,15000,275,1,Borivali East,2,1,Bachelors/Family,1
2,22000,640,2,Mahajan Wadi,2,2,Family,2
3,60000,1500,2,Film City,2,2,Bachelors/Family,3
2,49000,850,2,"Lakshchandi Height, Goregaon East",2,2,Bachelors/Family,2
2,34000,900,2,"Challenger Tower, Thakur Village, Kandivali East",2,2,Bachelors/Family,2
1,24000,430,2,"Bhoomi Elegant, Thakur Complex",2,2,Bachelors/Family,2
4,270000,1649,2,"Adani Western Heights, Andheri West",2,2,Family,3
3,69000,1100,2,Chandivali,2,1,Bachelors/Family,3
3,120000,1200,2,Worli,2,2,Bachelors/Family,3
2,32000,680,2,"Galassia, Kandarpada",2,1,Family,2
2,24000,600,2,Charkop,2,2,Bachelors,2
4,100000,1560,2,"diamond garden, Chembur",2,1,Bachelors/Family,4
2,45000,771,2,"Kalpataru Crest, Bhandup West",2,1,Bachelors/Family,2
2,80000,800,2,"Hiranandani Castle Rock, Powai",2,2,Bachelors/Family,2
2,37000,800,1,"Mayuresh Srishti, Bhandup West",2,2,Bachelors,2
3,210000,1425,2,"The Primordial House, Kemps Corner",2,2,Bachelors,4
4,190000,1750,2,"Godrej The Trees, Pirojshah Nagar",2,2,Bachelors/Family,4
1,25000,475,2,Ghatkopar East,2,1,Bachelors,2
4,210000,2000,2,Vikhroli,2,1,Bachelors,5
3,200000,1375,2,"Raheja Imperia, Worli",2,2,Family,3
1,26000,650,1,Srinagarchs chembur west near sankralyammandir,2,2,Bachelors/Family,1
2,27000,600,2,"Royal Palms, Goregaon East",2,1,Bachelors,2
1,26000,649,1,"Uttam Society, Chembur",2,1,Bachelors/Family,1
2,60000,950,2,"Green Woods Chkala, Andheri East",2,2,Bachelors,2
1,12000,225,2,Ashok Van,2,1,Family,1
2,180000,1000,2,Malabar Hill,2,2,Bachelors/Family,2
1,30000,330,2,Malad East,2,2,Family,1
3,100000,1200,2,Khar West,2,2,Bachelors/Family,3
3,140000,1270,2,"Lodha Azzuro , Parel",2,2,Bachelors,3
3,70000,920,2,"Safal Twins, Chembur",2,1,Bachelors/Family,3
2,20000,630,2,"SK Imperial Heights, Mira Road East",2,1,Family,2
2,22000,670,2,"Prathamesh Heritage, Beverly Park",2,2,Family,2
1,32000,450,1,Andheri West,2,2,Bachelors/Family,1
1,20000,265,1,Mazgaon,2,1,Bachelors/Family,1
2,50000,600,2,"K Raheja Maple Leaf, Powai",2,2,Bachelors/Family,2
2,29000,670,2,Amar Nagar,2,1,Family,2
2,45000,650,2,Chandivali,2,2,Bachelors/Family,2
1,6500,422,2,Nalasopara West,2,2,Family,2
2,55000,955,2,"MJ Shah Centrio, Chembur",2,1,Bachelors/Family,2
3,69999,1100,2,Kurla,2,2,Bachelors/Family,3
1,18500,300,2,JL Tambe Nagar,2,1,Bachelors,1
2,50000,900,2,"Dheeraj Valley Tower, Goregaon East",2,2,Bachelors/Family,2
2,45000,785,2,Chakala,2,1,Bachelors,2
3,85000,1350,2,"HDIL Metropolis, 4 Bunglows",2,2,Family,3
2,85000,900,2,"Ruparel Ariana, Parel",2,2,Bachelors/Family,2
1,25000,400,2,Worli,2,1,Bachelors,1
2,75000,800,2,"Sethia Grandeur, Bandra East",2,2,Bachelors,3
2,190000,895,2,"Indiabulls Blu, Worli",2,2,Bachelors/Family,2
1,20000,625,1,Dahisar East,2,2,Bachelors/Family,1
2,30000,720,2,"Samarth Garden, Bhandup West",2,2,Bachelors/Family,2
2,75000,750,2,"Utkarsh CHS, Prabhadevi",2,2,Bachelors/Family,2
3,350000,1663,2,"Indiabulls Blu, Worli Naka Acharaya Atre Chowk",2,2,Bachelors/Family,2
2,70000,660,2,Azad Nagar Colaba,2,2,Bachelors/Family,2
2,32000,700,2,"MUKTA MAHEK, Thakur Complex",2,2,Bachelors/Family,2
1,22000,377,1,"Srishti Elegance, Bhandup West",2,1,Bachelors/Family,2
2,35000,650,2,Thakur Complex,2,2,Family,2
2,47000,650,2,"117 Residency, Chembur East",2,1,Bachelors/Family,2
4,400000,2080,2,"Indiabulls Blu, Worli",2,2,Bachelors/Family,5
2,31000,700,1,"Sai Aasha Daya, Mulund East",2,2,Bachelors/Family,2
1,60000,430,2,Bandra West,2,2,Bachelors/Family,1
2,58000,650,2,"L&T Emerald Isle, Powai",2,1,Family,2
3,85000,890,2,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",2,2,Bachelors/Family,2
2,45000,965,1,Bhakti Park,2,1,Bachelors/Family,2
1,7500,630,1,"Sumit Greendale, Chikhal Dongari",2,2,Bachelors/Family,2
4,250000,2100,2,"Bombay Dyeing Two ICC, Dadar East",2,2,Bachelors/Family,4
3,150000,1100,2,"Badrinath Tower, Amit Nagar",2,2,Family,3
2,80000,730,2,Perry Rd,2,2,Bachelors/Family,2
3,75000,1380,2,"Thakur Jewel, Thakur Village, Kandivali East",2,2,Bachelors/Family,3
3,66000,1100,2,"Shapoorji Pallonji Vicinia, Chandivali",2,2,Bachelors/Family,3
1,45000,450,2,Mahim West,2,2,Bachelors,1
1,22000,500,1,"Madhugiri Society, Chembur",2,1,Bachelors/Family,1
3,65000,1100,2,"Raheja Heights, Malad East",2,2,Bachelors,3
3,55000,868,2,"Orchid Suburbia, Bander Pakhadi",2,1,Family,3
2,55000,750,2,"Omkar Meridia, Bandra Kurla Complex",2,2,Bachelors/Family,2
1,36000,540,1,in Mahim West,2,1,Bachelors/Family,2
4,230000,2100,2,"Hiranandani Gardens Odyssey I, Hiranandani Gardens",2,2,Family,5
1,22000,450,2,Charkop Sector 6,2,2,Family,2
3,170000,1600,2,"Crescent Bay Callisto, Parel",2,2,Family,4
1,34000,560,1,Serenity Complex,2,2,Bachelors,2
1,45000,500,2,"Irla, Vile Parle West",2,1,Bachelors,1
1,14000,305,2,Kandivali West,2,1,Bachelors/Family,1
3,75000,970,2,"Paras Building, Sion East",2,2,Bachelors/Family,2
1,7000,480,2,Taloja Phase 2,2,1,Bachelors/Family,1
2,55000,720,2,"diamond garden, Chembur East",2,2,Bachelors/Family,2
2,55000,950,2,"Valentine Apartments, Gokuldham",2,2,Family,2
4,700000,3200,2,"Lady Ratan Tower, Worli",2,2,Bachelors/Family,4
3,140000,1450,2,"Hiranandani Gardens Torino, Hiranandani Gardens",2,2,Family,3
2,42000,774,2,"Lokhandwala Octacrest, Lokhandwala Twp",2,2,Family,2
1,27000,450,1,Andheri West,2,1,Family,1
3,60000,1000,2,Malad West,2,2,Bachelors,3
1,17000,340,1,Goregaon East,2,2,Bachelors/Family,1
1,30000,430,2,"Sindhi Society, Chembur",2,2,Bachelors/Family,2
2,45000,722,2,"Alpine Apartments, Chembur East",2,1,Bachelors/Family,2
3,90000,1152,2,"Kabra Metro One, Seven Bungalows",2,2,Bachelors/Family,2
1,25000,641,1,Borivali West,2,1,Bachelors/Family,1
2,70000,810,2,"Vintage Pearl Apartment, Bandra West",2,2,Bachelors/Family,2
2,90000,800,2,Vile Parle West,2,2,Family,2
2,110000,875,2,Bandra West,2,1,Bachelors/Family,2
2,20000,700,1,"Man Opus, Mira Road",2,1,Family,2
1,35000,420,1,in Andheri West,2,2,Bachelors/Family,1
3,80000,1400,2,Ghatkopar,2,2,Bachelors/Family,3
2,54500,758,2,"L&T Emerald Isle, Chandivali",2,2,Bachelors/Family,2
4,350000,2880,2,"Lodha World Crest, Lower Parel",2,1,Bachelors,5
1,45000,480,2,Seven Bungalows,2,2,Bachelors/Family,2
1,38000,550,2,Sion East,2,1,Bachelors,2
2,90000,900,2,"Lodha Venezia, Parel",2,2,Bachelors,2
1,22000,400,1,Bhoiwada,2,1,Bachelors/Family,1
2,70000,760,2,"L&T Emerald Isle, Powai",2,2,Bachelors/Family,2
4,380000,2800,2,"World One Tower Mumbai, Worli",2,1,Bachelors,5
1,50000,400,2,"Hiranandani Regent Hill, Hiranandani Gardens",2,2,Bachelors/Family,1
4,680000,1962,2,Khar West,2,2,Bachelors/Family,5
3,140000,1100,2,Waterfield Road,2,2,Bachelors/Family,3
2,40000,800,1,in Borivali West,2,2,Bachelors/Family,2
2,32000,590,2,"Saaga Mrunali CHS, Shantivan",2,1,Family,2
2,78000,600,2,Andheri West,2,2,Bachelors/Family,2
4,280000,2500,2,"Bombay Dyeing Two ICC, Dadar TT Circle",2,2,Bachelors/Family,6
2,45000,670,2,Chembur,2,1,Bachelors/Family,2
2,65000,960,2,"Dosti Ambrosia, Wadala East",2,2,Bachelors/Family,2
2,65000,1500,1,in Sion,2,2,Bachelors/Family,3
1,35000,500,1,Ghatkopar West,2,2,Bachelors/Family,1
3,90000,1120,2,"DB Woods, Gokuldham",2,2,Family,2
4,250000,2729,2,"L&T Emerald Isle, Powai",2,2,Bachelors,5
3,70000,3354,2,Talagatta Pura,3,2,Bachelors/Family,3
2,10500,800,1,Nagappa Reddy layout-Dooravani Nagar,3,2,Bachelors/Family,2
2,13000,1000,1,"Kattigenahalli, Bellary Road",3,2,Bachelors/Family,2
2,17000,1040,1,C V Raman Nagar,3,2,Bachelors/Family,2
3,21000,1403,1,"Chikkalasandra, Bangalore",3,2,Bachelors/Family,3
2,10000,600,1,Talaghattapura,3,2,Bachelors/Family,1
4,61500,2608,2,Malleshwaram,3,2,Bachelors,3
2,13000,850,2,"Ramaiah Layout, Kacharakanahalli",3,2,Family,2
1,7500,400,1,Rajajinagar,3,1,Bachelors/Family,1
2,17000,1000,1,Padmanabha Nagar,3,2,Bachelors/Family,2
3,25000,1350,2,Kengeri Main Road,3,2,Bachelors,3
2,10500,800,2,Ramamurthy Nagar,3,2,Bachelors/Family,2
1,8000,350,1,Thanisandra,3,2,Bachelors/Family,1
1,9500,900,1,J P Nagar,3,2,Bachelors/Family,1
3,50000,2000,2,Bannerghatta Main Road,3,2,Bachelors/Family,3
2,13000,700,1,"Vinayakanagar, Hebbal",3,2,Bachelors/Family,2
1,13500,600,1,venkatapuram,3,2,Bachelors/Family,1
2,13000,700,2,"Vv Nagar, Bikasipura",3,2,Bachelors/Family,1
1,15000,600,1,C V Raman Nagar,3,2,Bachelors,1
2,15000,1400,1,Ramamurthy Nagar,3,2,Bachelors/Family,3
1,7000,600,1,Kacharakanahalli,3,1,Bachelors/Family,1
2,25000,770,1,Tumkur Road,3,2,Bachelors/Family,2
2,17000,900,2,Babusahib Palya,3,2,Family,2
1,7500,500,1,"Kumaraswamy Layout, Kumaraswamy Layout",3,2,Bachelors/Family,1
2,15000,1100,1,Nri Layout,3,1,Bachelors/Family,2
1,7500,500,1,"Balaji Layout -Hongasandra, Hongasandra",3,2,Bachelors/Family,1
3,25000,1260,1,Vijaya Bank Layout,3,2,Bachelors/Family,3
3,54000,1750,2,"Jaya Nagar Block 1, Jayanagar",3,2,Bachelors/Family,3
1,14500,600,2,Maruthi Sevanagar,3,2,Bachelors,1
1,4500,450,1,Nelamangala,3,2,Bachelors/Family,1
2,10500,800,1,Yelahanka New Town,3,2,Bachelors/Family,1
1,5500,400,1,Hongasandra,3,1,Bachelors/Family,1
2,16000,600,2,Girinagar,3,1,Bachelors,2
1,7000,400,1,T Dasarahalli,3,1,Bachelors/Family,1
2,12500,900,1,Ramamurthy Nagar,3,2,Bachelors/Family,2
2,10000,1200,1,Jogupalya,3,2,Bachelors/Family,1
2,18000,1045,2,Maruthi Sevanagar,3,2,Bachelors,2
3,28000,1021,2,"Balaji Gardens Layout, Gottigere",3,2,Bachelors,3
3,12000,1200,1,in Bannerghatta Road,3,1,Bachelors/Family,2
2,13000,1000,2,"Electronic City Phase 2, Electronic City",3,1,Bachelors/Family,1
2,50000,1280,2,Hebbal,3,2,Bachelors/Family,2
1,7000,450,2,Jalahalli East,3,2,Bachelors/Family,1
2,30000,450,1,"Garebhavipalya, Hongasandra, Hosur Road",3,1,Bachelors/Family,2
1,10000,600,1,Btm Layout Stage 4,3,2,Bachelors/Family,2
2,15000,800,1,Konanakunte,3,2,Bachelors/Family,2
1,7500,500,1,Basaveshwar Nagar,3,1,Bachelors/Family,1
3,45000,1680,1,"Jp Nagar Phase 7, J P Nagar",3,2,Bachelors/Family,3
3,65000,2000,2,Hebbal,3,2,Bachelors,3
1,12000,500,2,Koramangala Block 4,3,2,Bachelors,1
1,7000,500,2,"Aecs Layout-Singasandra, Singasandra, Hosur Road",3,2,Bachelors,1
1,9000,800,1,Mahadevapura,3,1,Bachelors/Family,1
2,23000,1100,1,Banaswadi,3,2,Family,2
2,30000,1200,1,"Kalasipalyam, Kalasipalyam",3,2,Bachelors/Family,2
1,8000,500,2,"Tilak Nagar, Jayanagar, bannerghatta main Road",3,1,Bachelors/Family,1
2,16000,1155,1,K R Puram,3,2,Family,2
1,7500,440,1,Electronic City,3,2,Bachelors/Family,1
2,20000,1040,2,Sarjapur Road,3,2,Bachelors/Family,2
4,110000,2900,2,whitefield,3,2,Bachelors,4
3,30000,1200,1,Nagondanahalli,3,2,Bachelors/Family,2
3,20000,1600,1,"Isro Layout, Kumaraswamy Layout",3,2,Family,3
4,84000,3150,2,Banashankari,3,1,Bachelors,4
2,17000,1000,1,JAR Shikara,3,2,Bachelors/Family,2
2,15000,1200,1,Medahalli,3,2,Bachelors/Family,2
1,6000,400,1,"Electronic City Phase 2, Electronic City",3,2,Bachelors/Family,1
2,16000,950,2,Ramamurthy Nagar,3,2,Bachelors/Family,3
2,9500,530,2,Byatarayanapura,3,2,Bachelors/Family,1
1,8000,300,2,"Udayanagar Extension, Mahadevapura",3,1,Bachelors/Family,1
2,15000,1000,1,"Dwarka Nagar, Kattigenahalli",3,2,Bachelors/Family,2
1,12000,450,1,Btm Layout,3,1,Bachelors/Family,1
1,10000,600,2,"Jeevan Bima Nagar, Airport Road",3,2,Bachelors,1
2,16000,1100,1,"Jaya Nagar Block 7, Jayanagar",3,1,Bachelors/Family,2
1,11000,400,1,Chamrajpet,3,1,Bachelors/Family,1
2,11000,700,1,"Hosa Road, off Hosur Road",3,1,Bachelors/Family,2
2,20000,1105,1,"Electronics City Phase 1, Electronic City",3,2,Bachelors/Family,2
3,24000,1430,1,Subramanyapura,3,2,Bachelors/Family,2
2,14500,850,1,K R Puram,3,2,Bachelors/Family,2
1,4000,650,1,Byatarayanapura,3,1,Bachelors/Family,1
2,12000,1200,1,Kempapura Agrahara,3,1,Bachelors/Family,2
2,8500,600,1,Vijayanagar,3,1,Bachelors/Family,2
1,9000,400,2,Munnekollal,3,2,Bachelors/Family,1
4,180000,2800,2,"Sarakki Nagar, J P Nagar",3,2,Family,4
2,10500,1100,1,"Ananda Puram, Jeevan Bima Nagar",3,2,Bachelors/Family,2
2,12000,900,1,"Electronic City Phase 2, Electronic City",3,1,Bachelors,2
3,32000,1300,1,"Hrbr Layout, Kalyan Nagar, Outer Ring Road",3,2,Bachelors/Family,2
2,15000,1000,1,Horamavu kelkkeri road,3,2,Bachelors/Family,3
