BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
1,75000,550,2,Carter Road,Mumbai,2,Bachelors/Family,2
2,45000,630,2,"Crescent Solitaire, Sakinaka Junction",Mumbai,2,Bachelors/Family,1
1,35000,500,1,Ghatkopar West,Mumbai,2,Bachelors/Family,2
1,32000,400,2,"Trans Residency, Andheri East",Mumbai,2,Bachelors/Family,1
2,17000,1000,1,"holy complex ,Mira Road, Mumbai",Mumbai,1,Bachelors/Family,2
4,230000,1528,2,"Lodha Marquise, Worli",Mumbai,1,Family,4
2,35000,650,2,"Thakur Village, Kandivali East",Mumbai,2,Bachelors/Family,2
1,8500,500,2,Thane-Kalyan-Dombivli,Mumbai,1,Bachelors,1
3,80000,850,2,"Oberoi Splendor, Agarkar Chowk",Mumbai,2,Bachelors/Family,2
1,55000,550,2,"Paschim Apartments, Prabhadevi",Mumbai,2,Bachelors,1
1,25000,430,2,"Godrej Tranquil, Kandivali East",Mumbai,1,Family,2
3,40000,1030,2,"Bhairav Residency, Mira Road",Mumbai,2,Family,3
1,15500,250,2,"MHADA Century Mill, Prabhadevi",Mumbai,1,Bachelors/Family,1
1,45000,500,2,Mahim,Mumbai,1,Bachelors,2
4,180000,1750,2,Andheri West,Mumbai,2,Bachelors,4
2,51000,985,2,"Chembur Heights, Sindhi Society Chembur",Mumbai,1,Bachelors/Family,2
3,60000,1050,2,"Veena Signature, Borivali West",Mumbai,1,Bachelors,3
2,36000,700,2,Borivali East,Mumbai,1,Bachelors/Family,2
3,180000,1200,2,Bandra West,Mumbai,2,Bachelors/Family,3
3,75000,1000,2,Chembur,Mumbai,2,Bachelors/Family,3
2,8000,550,2,"Nakoda Heights, Nalasopara",Mumbai,1,Family,2
3,50000,806,1,Wadala,Mumbai,2,Bachelors/Family,2
3,100000,1400,2,"Hiranandani Verona Co op Housing Society Ltd, Powai",Mumbai,2,Bachelors/Family,3
1,16500,470,2,"Kanungos Garden City, Mira Road East",Mumbai,2,Family,2
1,4500,475,1,Nalasopara West,Mumbai,1,Bachelors/Family,1
2,34000,583,2,"Oasis, Akurli Nagar",Mumbai,1,Family,2
2,32000,475,2,Goregaon West,Mumbai,1,Bachelors,2
2,50000,900,2,Yashodham,Mumbai,2,Family,2
1,24000,500,2,Dattani Park,Mumbai,2,Bachelors/Family,1
2,62000,806,2,"Auris Serenity, Malad West",Mumbai,1,Bachelors/Family,3
1,100000,400,2,"Violette Valley, Bandra West",Mumbai,2,Bachelors/Family,1
1,21000,650,1,Bhandup West,Mumbai,2,Bachelors/Family,2
1,27000,550,1,"Raj Hill, Borivali East",Mumbai,2,Bachelors/Family,2
1,10000,390,2,Mira Road East,Mumbai,1,Bachelors/Family,1
2,90000,994,2,"Ajmera Treon, Bhakti Park",Mumbai,2,Bachelors/Family,2
1,8000,520,1,Virar West,Mumbai,2,Bachelors/Family,2
1,75000,575,2,Malabar Hill,Mumbai,2,Family,1
3,230000,2750,2,"Lodha World Crest, Lower Parel",Mumbai,1,Bachelors/Family,3
1,15000,470,2,"Man Opus, Mira Road East",Mumbai,2,Family,2
4,260000,2500,2,Khar West,Mumbai,2,Bachelors/Family,4
3,62000,1100,2,"Lake Homes, Powai",Mumbai,2,Family,3
1,43500,480,2,Yari Road,Mumbai,2,Bachelors/Family,2
2,62000,750,2,"Cosmopolis Tower, Andheri West",Mumbai,1,Bachelors/Family,2
4,400000,2424,2,"Rustomjee Elements, Andheri West",Mumbai,2,Bachelors/Family,5
2,77500,724,2,"Sethia Grandeur, Bandra East",Mumbai,2,Bachelors,2
1,30000,600,2,Mulund Railway Station,Mumbai,2,Bachelors/Family,1
3,110000,1076,2,"Lodha New Cuffe Parade, Wadala East",Mumbai,2,Bachelors/Family,2
1,20000,800,1,in Byculla,Mumbai,1,Bachelors/Family,2
3,150000,1300,2,Seven Bungalows,Mumbai,2,Bachelors/Family,3
1,55000,500,2,Bandra West,Mumbai,1,Bachelors/Family,2
2,70000,700,2,Santacruz West,Mumbai,2,Bachelors,2
2,65000,700,2,Kamla Nagar,Mumbai,2,Bachelors,2
3,310000,2170,2,"Omkar 1973, Worli",Mumbai,2,Bachelors/Family,4
1,18000,225,2,Worli,Mumbai,1,Bachelors,2
1,48000,485,2,"Kanakia Sevens, Andheri East",Mumbai,2,Bachelors/Family,2
1,10000,225,1,Kanjurmarg East,Mumbai,1,Bachelors/Family,1
1,32000,478,2,"Blue Monarch, Marol",Mumbai,2,Bachelors/Family,2
3,32000,1200,1,"Ishwardas Bhuvan CHS, Kandivali East",Mumbai,2,Bachelors/Family,3
2,36000,620,2,Datta Pada,Mumbai,2,Family,2
1,22000,280,2,"Suryodaya CHS, Prabhadevi",Mumbai,1,Bachelors/Family,1
1,5500,385,2,"Manibhadra Avenue, Morya Nagar",Mumbai,1,Family,1
3,15000,704,2,Thane-Kalyan-Dombivli,Mumbai,1,Bachelors/Family,2
2,40000,710,2,Anushakti Nagar,Mumbai,1,Bachelors/Family,2
1,28000,525,1,"Balkrishna, Goregaon East",Mumbai,1,Bachelors/Family,1
1,11000,390,2,Mira Road East,Mumbai,2,Bachelors/Family,1
2,40000,755,2,"Omkar Ananta, Goregaon East",Mumbai,2,Bachelors,2
2,45000,700,2,Oshiwara,Mumbai,1,Bachelors/Family,2
2,180000,1000,2,Bandra West,Mumbai,2,Bachelors,3
3,160000,2000,2,"Flora Heights, Andheri West",Mumbai,2,Family,3
2,36000,650,2,Tata Nagar,Mumbai,1,Family,2
1,59000,470,2,"Lodha New Cuffe Parade, Bhakti Park",Mumbai,2,Bachelors,1
1,40000,450,2,"TATA Housing Merwanjee Cama Park, Andheri West",Mumbai,2,Bachelors/Family,2
2,40000,625,1,Goregaon West,Mumbai,2,Bachelors/Family,2
2,72000,700,2,Gulmohar Road,Mumbai,2,Bachelors,2
2,40000,600,2,"Mindspace, Mindspace",Mumbai,1,Family,2
2,16000,600,2,Nerul sector-3,Mumbai,1,Family,1
2,50000,1100,1,"Magnum Tower CHS, Lokhandwala Complex",Mumbai,2,Bachelors/Family,4
1,24000,370,2,"Kanakia Sanskruti, Thakur Complex",Mumbai,2,Family,1
2,65000,950,2,"DB Woods, Gokuldham",Mumbai,2,Bachelors/Family,2
2,33000,825,1,Mulund East,Mumbai,1,Bachelors/Family,2
2,27000,650,2,Kandivali West,Mumbai,1,Bachelors,2
2,52000,750,2,Oshiwara,Mumbai,2,Bachelors/Family,2
3,95000,900,2,"Dosti Flamingo, Sewri",Mumbai,2,Family,3
2,68000,805,2,"Auris Serenity, Kanch Pada",Mumbai,2,Bachelors/Family,3
2,48000,742,2,"Runwal Forests, Kanjurmarg West",Mumbai,1,Family,2
2,32000,550,2,"Shiv Ganga Apartment, Malad West",Mumbai,2,Bachelors/Family,2
2,42000,745,2,"Akruti Orchid Park, Sakinaka Junction",Mumbai,2,Bachelors/Family,2
2,60000,800,2,"Kenmore Apartment, Lokhandwala Complex",Mumbai,2,Family,2
3,51500,1265,2,"Ambrosia Apartment, Borivali East",Mumbai,1,Family,3
3,130000,1800,1,Lokhandwala Complex,Mumbai,1,Bachelors/Family,3
1,25000,325,2,"Mahalaxmi CHS, Worli",Mumbai,2,Bachelors/Family,1
2,85000,902,2,"Lodha Fiorenza, Goregaon East",Mumbai,2,Bachelors/Family,2
3,98000,1233,2,"Auris Serenity, Kanch Pada",Mumbai,2,Bachelors/Family,4
2,100000,750,1,Peddar Road,Mumbai,2,Bachelors/Family,2
2,65000,600,2,"Platinum Prive, Andheri West",Mumbai,1,Bachelors,2
1,23000,500,1,Chembur,Mumbai,1,Bachelors/Family,1
2,40000,600,2,Tilak Nagar - Harbour Line,Mumbai,1,Bachelors/Family,2
3,45000,950,2,IC Colony,Mumbai,1,Bachelors/Family,3
1,40000,680,1,"Ballerina Apartment, Lokhandwala Complex",Mumbai,2,Bachelors/Family,4
1,23500,400,2,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,1,Bachelors/Family,1
4,250000,2120,2,"Lodha Marquise, Worli Sea Face",Mumbai,2,Bachelors/Family,5
3,110000,1350,2,"Atur Park, Chembur",Mumbai,2,Bachelors,4
3,150000,1600,2,JVPD Scheme,Mumbai,2,Bachelors/Family,3
1,22000,430,2,Thakur Complex,Mumbai,1,Family,1
4,150000,1937,2,"Raj Grandeur, Powai",Mumbai,2,Bachelors/Family,5
2,75000,700,2,Santacruz West,Mumbai,2,Bachelors,3
2,41000,780,2,"Nirmal Lifestyle, LBS Marg",Mumbai,1,Bachelors/Family,2
4,150000,1300,2,"Kabra Centroid, Kalina",Mumbai,2,Bachelors/Family,4
3,150000,1350,2,"Transcon Triumph, Lokhandwala Complex",Mumbai,2,Bachelors/Family,3
2,53000,750,2,Chembur,Mumbai,2,Bachelors/Family,2
4,140000,1400,2,"Adani Western Heights, Andheri West",Mumbai,2,Bachelors/Family,3
4,200000,2000,2,"Raj Grandeur, Hiranandani Gardens",Mumbai,2,Bachelors/Family,5
2,65000,850,2,"Vishnu Shivam Tower, Thakur Village, Kandivali East",Mumbai,2,Bachelors/Family,2
1,48000,500,2,Gulmohar Road,Mumbai,2,Bachelors,1
2,75000,900,1,"7 Bungalow, Seven Bungalows",Mumbai,1,Bachelors/Family,2
2,39000,750,2,"Takshila CHS, Andheri East",Mumbai,2,Family,2
3,70000,1100,2,Chandivali,Mumbai,2,Bachelors/Family,2
4,1200000,5000,2,Juhu,Mumbai,2,Bachelors/Family,4
1,25000,596,1,Kandivali West,Mumbai,2,Bachelors/Family,1
2,45000,680,2,"DLH Orchid, Lokhandwala Complex",Mumbai,1,Bachelors,2
4,190000,1950,2,"Godrej Serenity Mumbai, Chembur",Mumbai,1,Bachelors/Family,4
3,140000,1350,2,"Transcon Triumph, Lokhandwala Complex",Mumbai,2,Bachelors/Family,3
1,35000,510,2,Chakala Cigarette Factory,Mumbai,2,Bachelors/Family,1
1,60000,500,2,"Green Gate Apartment, Pali Hill",Mumbai,2,Bachelors/Family,1
1,15000,375,1,Kanjurmarg East,Mumbai,1,Bachelors/Family,1
1,39000,500,2,Model Town,Mumbai,2,Family,1
3,190000,1500,2,Bandra West,Mumbai,2,Bachelors/Family,3
3,84000,1000,2,"Lake Primrose, Powai",Mumbai,2,Bachelors/Family,3
3,68000,1260,2,"Alta Monte, Pathanwadi",Mumbai,1,Family,3
1,26000,475,2,"Dreams Complex, Bhandup West",Mumbai,1,Bachelors/Family,2
2,42000,620,2,"NG Royal Park, Kanjurmarg East",Mumbai,2,Family,2
1,35000,490,2,Mukund Nagar,Mumbai,2,Bachelors/Family,1
2,44000,710,2,"Ajmera Bhakti Park, Bhakti Park",Mumbai,2,Bachelors/Family,2
2,60000,720,2,Sindhi Society Chembur,Mumbai,1,Bachelors/Family,2
2,45000,770,2,Goregaon West,Mumbai,2,Bachelors,2
3,250000,1600,1,"Chaitanya Towers, Prabhadevi",Mumbai,2,Bachelors/Family,3
1,65000,500,2,Bandra West,Mumbai,2,Bachelors/Family,1
1,20000,350,1,Parel,Mumbai,1,Bachelors/Family,1
2,75000,1000,1,"7 Bungalow, Seven Bungalows",Mumbai,2,Bachelors/Family,2
5,500000,3900,2,Altamount Road,Mumbai,2,Bachelors/Family,5
3,140000,1000,2,Juhu,Mumbai,2,Family,3
2,45000,660,2,"Wadhwa Atmoshphere, Mulund West",Mumbai,2,Bachelors,2
1,9400,600,1,Bhayandar East,Mumbai,2,Bachelors/Family,1
2,100000,900,2,Santacruz West,Mumbai,2,Bachelors/Family,2
2,65000,750,2,"Ganpat Niketan Apartment, Khar West",Mumbai,2,Bachelors/Family,2
2,230000,1000,2,Bandra West,Mumbai,2,Bachelors/Family,2
3,180000,1500,2,Bandra West,Mumbai,2,Bachelors,3
2,180000,1200,2,Khar West,Mumbai,2,Bachelors/Family,3
3,120000,1200,2,Khar West,Mumbai,2,Bachelors/Family,3
1,20000,280,2,Century Bazaar,Mumbai,2,Bachelors/Family,1
2,130000,1000,2,Khar West,Mumbai,2,Bachelors,2
3,400000,1800,2,Pali Hill,Mumbai,2,Bachelors,4
2,75000,694,2,Bandra West,Mumbai,2,Bachelors/Family,2
5,350000,3250,2,Deonar,Mumbai,1,Family,5
3,100000,1740,1,Powai,Mumbai,2,Bachelors/Family,4
2,55000,750,2,Chembur,Mumbai,2,Bachelors/Family,2
3,70000,1000,2,"Nahar Amrit Shakti powai, Chandivali",Mumbai,2,Bachelors/Family,3
1,30000,500,1,Sion,Mumbai,2,Bachelors/Family,1
4,330000,2000,2,Mehboob Studio,Mumbai,2,Bachelors,5
1,75000,550,2,Bandra West,Mumbai,2,Bachelors/Family,2
1,14000,270,2,Poisar,Mumbai,1,Bachelors,1
3,130000,960,2,7 Bungalows Andheri West,Mumbai,2,Family,3
3,40000,1200,1,Kandivali West,Mumbai,2,Family,2
2,46000,710,2,"Ajmera Bhakti Park, Bhakti Park",Mumbai,1,Bachelors/Family,2
1,27000,472,2,"Marathon Embryo, Bhandup West",Mumbai,2,Bachelors,2
2,95000,1000,2,Bandra West,Mumbai,2,Bachelors/Family,2
2,94000,800,2,"Kanakia Hollywood, Sai Nagar",Mumbai,2,Family,2
2,40000,650,2,"Gaurav Heights, Kandivali West",Mumbai,1,Bachelors,2
3,150000,1300,2,Seven Bungalows,Mumbai,2,Bachelors/Family,3
2,30000,600,2,"Gokul Apartment, Evershine Nagar",Mumbai,1,Bachelors/Family,2
2,95000,750,2,Opera House,Mumbai,2,Bachelors,2
2,130000,890,2,"Lodha The Park, Worli",Mumbai,2,Family,2
1,14000,421,2,Borivali East,Mumbai,1,Bachelors/Family,1
3,100000,1300,2,"L&T Emerald Isle, Powai",Mumbai,2,Family,3
1,35000,350,1,Dadar West,Mumbai,1,Bachelors/Family,1
2,57000,800,2,"Nahar Amrit Shakti powai, Chandivali",Mumbai,2,Bachelors/Family,2
2,45000,650,2,Santacruz East,Mumbai,2,Bachelors/Family,2
1,11000,650,1,Mira Road,Mumbai,2,Bachelors/Family,2
2,50000,650,2,"Sheth Montana, Mulund West",Mumbai,2,Bachelors/Family,2
2,35000,680,2,"Parinee Adney, Borivali West",Mumbai,1,Bachelors/Family,2
2,100000,800,2,Bandra West,Mumbai,2,Bachelors/Family,2
3,130000,1250,2,"Adani Western Heights, 4 Bunglows",Mumbai,2,Family,3
1,52000,475,2,Shivaji Park,Mumbai,1,Bachelors/Family,1
2,28000,600,2,"Gokul Apartment, Evershine Nagar",Mumbai,1,Bachelors/Family,2
1,18000,450,1,"Nem Vihar, Mulund West",Mumbai,1,Bachelors/Family,1
1,30000,400,1,Bhatti Pada,Mumbai,1,Bachelors,1
3,45000,985,2,"Gemstar Symphony Apartment, Kandivali West",Mumbai,1,Family,3
3,130000,1450,2,Shivaji Park,Mumbai,1,Bachelors,3
2,58000,650,2,"L&T Emerald Isle, Powai",Mumbai,2,Family,2
2,65000,805,2,"Auris Serenity, Kanch Pada",Mumbai,2,Bachelors/Family,3
1,24000,650,1,Malad East,Mumbai,2,Bachelors/Family,1
1,54500,515,2,"Lodha New Cuffe Parade, Wadala East",Mumbai,1,Bachelors/Family,1
3,70000,1000,2,Chandivali,Mumbai,2,Bachelors/Family,2
3,67000,1050,2,Chembur,Mumbai,2,Family,3
2,75000,777,2,"Hiranandani Castle Rock, Powai",Mumbai,2,Bachelors/Family,2
2,45000,831,2,"Kaustubh Platinum, Datta Pada",Mumbai,1,Family,2
3,98000,1233,2,"Auris Serenity, Kanch Pada",Mumbai,2,Bachelors/Family,4
1,16000,250,2,Charkop,Mumbai,1,Bachelors/Family,1
2,95000,900,2,"Oberoi Springs, Andheri West",Mumbai,2,Bachelors,2
2,40000,753,2,"Omkar Ananta, Film City Road",Mumbai,1,Bachelors/Family,2
3,300000,1800,2,Bandra West,Mumbai,2,Bachelors,3
2,80000,670,2,Matunga East,Mumbai,1,Bachelors,2
4,380000,2800,2,"Omkar 1973, Worli",Mumbai,2,Bachelors/Family,4
3,160000,1197,2,"Aristo Pearl Residency, Prabhadevi",Mumbai,2,Bachelors/Family,3
2,44000,880,2,orchid suburbia,Mumbai,1,Bachelors,2
2,200000,1000,2,Union Park,Mumbai,2,Bachelors/Family,2
2,65000,935,1,Andheri West,Mumbai,2,Bachelors/Family,2
2,50000,751,2,"Raj Legacy, Vikhroli West",Mumbai,2,Bachelors/Family,2
1,6000,200,1,"Sonal Apartment, Bhandari Compound",Mumbai,1,Bachelors/Family,1
4,280000,2500,2,"Island City Centre, Dadar East",Mumbai,2,Bachelors/Family,6
1,46000,500,2,"Sundar Nagar, Kalina",Mumbai,2,Family,1
1,35000,430,2,"Conwood Astoria, Film City Road",Mumbai,2,Bachelors/Family,1
3,75000,1088,2,"Sunteck City Avenue 1, Goregaon West",Mumbai,2,Bachelors/Family,3
1,20000,330,2,Andheri West,Mumbai,2,Bachelors/Family,1
1,25000,400,2,shanti kutir tunga village powai,Mumbai,1,Bachelors/Family,1
3,110000,1200,2,"Salvation CHS, Dadar West",Mumbai,2,Bachelors/Family,3
2,29500,700,2,Borivali West,Mumbai,1,Bachelors/Family,2
3,53000,1000,2,"Mahindra Splendour, Bhandup West",Mumbai,2,Bachelors/Family,2
2,85000,750,2,"Hiranandani Atlantis, Hiranandani Gardens",Mumbai,2,Bachelors/Family,2
1,26000,450,2,Goregaon West,Mumbai,1,Bachelors,2
1,33000,640,1,Bhandup West,Mumbai,2,Bachelors/Family,2
3,180000,1190,2,"L Nagpal Ruby, Turner Road",Mumbai,2,Bachelors/Family,3
3,70000,850,1,Chembur,Mumbai,1,Bachelors,3
1,17000,330,2,Jankalyan Nagar,Mumbai,2,Bachelors/Family,1
2,37000,685,2,Mulund West,Mumbai,2,Bachelors,2
1,27000,400,2,Goregaon West,Mumbai,1,Bachelors,2
1,35500,500,2,"Mayfair Sonata Greens, Park Site Colony",Mumbai,2,Bachelors/Family,2
1,24000,550,2,Mulund West,Mumbai,1,Bachelors,1
4,250000,2500,2,Juhu,Mumbai,1,Bachelors/Family,4
3,180000,1100,2,JVPD Scheme,Mumbai,2,Family,3
2,18500,650,2,"Swayam Apartment, Poonam Gardens",Mumbai,1,Family,2
3,200000,1400,2,"Hill Road, Bandra West",Mumbai,2,Bachelors/Family,3
2,70000,1050,2,"Godrej Prime, Chembur",Mumbai,2,Bachelors/Family,2
3,55000,850,2,Goregaon West,Mumbai,1,Bachelors,3
1,24000,550,2,Ghatkopar West,Mumbai,1,Bachelors,1
2,55000,750,2,Chandivali,Mumbai,2,Bachelors/Family,2
3,150000,1350,2,"Kalpataru Antariksha, Prabhadevi",Mumbai,2,Bachelors/Family,3
2,50000,800,2,Santacruz East,Mumbai,2,Bachelors/Family,2
4,300000,2650,2,"Lodha Bellissimo, Mahalakshmi",Mumbai,2,Bachelors/Family,3
3,90100,975,2,Goregaon East,Mumbai,2,Bachelors/Family,2
3,57000,1325,2,"Raheja Exotica Sorento, Madh",Mumbai,2,Bachelors/Family,4
2,40000,700,1,Andheri West,Mumbai,2,Bachelors/Family,2
2,80000,700,2,Hindu Colony,Mumbai,2,Family,2
2,95000,850,2,Powai,Mumbai,2,Bachelors/Family,2
1,14000,305,2,Ekta Nagar,Mumbai,1,Bachelors,1
2,50000,850,2,"Dsk Madhuban, Sakinaka Junction",Mumbai,1,Bachelors/Family,2
2,43000,724,2,"Akruti Orchid Park, Sakinaka Junction",Mumbai,1,Bachelors/Family,2
2,55000,650,2,Andheri West,Mumbai,2,Bachelors,2
2,35000,650,2,Nahur Gaothan,Mumbai,1,Family,2
2,33000,700,2,"Acme Avenue, Kandivali West",Mumbai,1,Bachelors,2
2,47000,785,2,JB Nagar,Mumbai,2,Bachelors/Family,2
3,75000,1250,2,"Laksharia Tower, Andheri West",Mumbai,2,Family,3
4,45000,1016,2,"Oasis, Lokhandwala Twp",Mumbai,1,Bachelors/Family,3
1,36000,380,2,Mazgaon,Mumbai,1,Bachelors/Family,2
1,40000,475,2,"Sanghvi Evana, Worli",Mumbai,1,Bachelors,1
1,40000,444,2,Sakinaka Junction,Mumbai,1,Bachelors,2
2,32000,640,2,"GSA Grandeur, Gokuldham",Mumbai,1,Bachelors/Family,2
1,17000,320,2,"Midas PMGP Mhada Colony, PMGP Colony",Mumbai,1,Bachelors/Family,1
3,77000,1100,2,"Auris Serenity, Adarsh Nagar",Mumbai,1,Bachelors/Family,4
4,290000,1500,2,"Benchmark Solus, Waterfield Road",Mumbai,2,Bachelors/Family,3
2,35000,650,2,"Evershine Millenium Paradise, Thakur Village, Kandivali East",Mumbai,2,Bachelors/Family,2
1,40000,508,2,"Kanakia Sevens, Marol Maroshi Road",Mumbai,2,Bachelors/Family,2
4,250000,2500,2,JVPD Scheme,Mumbai,2,Bachelors/Family,4
2,47000,720,2,Chembur,Mumbai,1,Bachelors,2
2,50000,750,1,D.N. Nagar,Mumbai,1,Bachelors/Family,2
1,32000,430,2,"Sion East, Sion Koliwada",Mumbai,1,Family,1
2,8000,623,2,"Shreenath nagar, Morya Nagar",Mumbai,1,Family,2
3,240000,1358,2,"Lodha Kiara, Worli Hill",Mumbai,2,Family,4
3,85000,1000,2,"Lodha Eternis, Chakala MIDC",Mumbai,2,Bachelors/Family,3
3,65000,1100,2,"Sejal Tower, Goregaon West",Mumbai,1,Bachelors,3
3,75000,1255,2,Bhakti Park,Mumbai,2,Bachelors/Family,3
1,26500,450,2,"Vasant Sagar, Thakur Village, Kandivali East",Mumbai,2,Family,2
2,45000,650,2,"Akruti Aneri, Marol",Mumbai,2,Bachelors/Family,2
2,95000,955,2,"Lodha New Cuffe Parade, Bhakti Park",Mumbai,2,Bachelors,2
2,38000,700,2,"Altavista, Chembur",Mumbai,1,Bachelors/Family,2
3,260000,1915,1,"Ashford Casa Grande, Lower Parel",Mumbai,2,Family,4
4,300000,2308,2,"Windsor Grande Residences, Andheri West",Mumbai,2,Bachelors/Family,6
3,180000,1250,2,"Ekta Trinity, Santacruz West",Mumbai,2,Family,3
2,40000,625,2,"Kailash Tower, Powai",Mumbai,2,Bachelors,2
4,300000,2200,2,JVPD Scheme,Mumbai,2,Family,4
2,85000,870,2,"Royal Residency, Lal Baug",Mumbai,2,Bachelors/Family,2
3,110000,1300,2,Kalina,Mumbai,2,Bachelors/Family,3
2,40000,750,2,"Techno Park I, Kandivali East",Mumbai,1,Family,2
2,45000,750,1,Andheri East,Mumbai,2,Bachelors,2
2,52000,550,2,Kalina,Mumbai,2,Bachelors/Family,2
4,90000,1250,2,Andheri West,Mumbai,2,Family,4
3,140000,1400,2,"Insignia, Bandra Kurla Complex",Mumbai,2,Family,3
3,150000,1330,2,"Oberoi Esquire, Goregaon East",Mumbai,2,Family,4
3,65000,1000,2,Chembur,Mumbai,2,Bachelors/Family,3
2,50000,770,2,"Sufalam CHS, Chembur East",Mumbai,1,Bachelors/Family,2
2,54000,800,2,"Shimpla Vighnaharta CHS, Seven Bungalows",Mumbai,1,Family,2
4,180000,1691,2,"Oberoi Prisma, Agarkar Chowk",Mumbai,2,Bachelors/Family,6
1,60000,550,2,"Neumec Elegance, Lower Parel",Mumbai,2,Bachelors,2
2,65000,800,2,Andheri West,Mumbai,1,Family,2
2,35000,615,2,"Aspire, Thakur Village, Kandivali East",Mumbai,1,Family,2
2,43000,663,2,"Wadhwa Atmosphere, Mulund West",Mumbai,1,Bachelors/Family,2
1,20000,400,2,Bhandup,Mumbai,2,Bachelors/Family,1
2,57000,625,2,"Panch Complex, Powai",Mumbai,2,Bachelors,2
4,130000,1432,2,"Sabari Ashville, Chembur East",Mumbai,1,Bachelors/Family,3
1,25000,425,2,Mulund West,Mumbai,1,Bachelors,1
2,56000,649,2,"Promenade At The Address, Ghatkopar West",Mumbai,2,Bachelors,2
2,55000,905,2,"Sunteck City Avenue 1, Goregaon West",Mumbai,1,Bachelors,2
2,18000,882,1,"DB Ozone, Mira Road",Mumbai,1,Bachelors,2
3,100000,1200,2,"Salvation CHS, Dadar West",Mumbai,2,Bachelors/Family,3
2,76000,736,2,"Rustomjee Elanza, Mindspace",Mumbai,1,Family,2
3,270000,1710,2,"Lodha Bellissimo, Mahalakshmi",Mumbai,2,Bachelors/Family,3
1,45000,225,2,"simla house at nepeasea road, Napean Sea Road",Mumbai,1,Bachelors,1
2,39000,720,2,"Altavista, Chembur",Mumbai,1,Bachelors/Family,2
1,12500,555,1,"Hubtown Gardenia, Mira Road",Mumbai,1,Bachelors,1
1,35000,415,1,Andheri East,Mumbai,1,Bachelors/Family,1
2,55000,649,2,"Promenade At The Address, Ghatkopar West",Mumbai,2,Bachelors,2
3,90000,1000,2,Vile Parle West,Mumbai,2,Bachelors,2
2,250000,1300,2,Khar West,Mumbai,2,Bachelors/Family,2
2,25000,1065,1,"Gaurav Excellency, Mira Road",Mumbai,2,Bachelors/Family,2
2,90000,854,2,"Kanakia Paris, Bandra Kurla Complex",Mumbai,2,Bachelors/Family,2
3,120000,1200,2,"Salvation CHS, Dadar West",Mumbai,2,Bachelors/Family,3
1,55000,500,2,Hiranandani Gardens,Mumbai,1,Bachelors,1
3,70000,906,2,"Sanjona Gulmarg Towers, Chembur East",Mumbai,2,Bachelors/Family,3
3,300000,1800,2,Bandra West,Mumbai,2,Bachelors/Family,4
2,25000,500,2,New Devchhaya Building,Mumbai,2,Bachelors/Family,1
1,35000,450,1,Goregaon West,Mumbai,1,Bachelors/Family,1
3,120000,1130,2,Bandra West,Mumbai,2,Bachelors/Family,3
1,27000,495,1,Andheri East,Mumbai,2,Bachelors/Family,2
1,25000,407,1,Devi Pada,Mumbai,1,Bachelors/Family,2
3,150000,1092,2,"Lodha The Park, Worli",Mumbai,2,Family,3
2,32000,610,2,"The Windsor, Kandivali East",Mumbai,1,Family,2
1,40000,500,1,"Manavsthal, Andheri East",Mumbai,2,Bachelors/Family,2
2,52000,750,2,"vanamali chs ghatla, Ghatla",Mumbai,1,Bachelors/Family,2
2,80000,750,2,"lokhandwala residency, Worli",Mumbai,2,Bachelors,2
2,55000,850,2,"Adityavardhan Apartment, Raheja Vihar",Mumbai,2,Bachelors/Family,2
1,30000,350,2,Prabhadevi,Mumbai,1,Bachelors/Family,1
1,20000,300,2,"Sundar Nagar, Kalina",Mumbai,2,Bachelors/Family,1
1,85000,695,2,Union Park,Mumbai,2,Bachelors/Family,2
1,40000,415,2,"Kanakia Rainforest, Andheri East",Mumbai,2,Bachelors/Family,2
1,21000,450,2,Bhandup Village,Mumbai,1,Bachelors,2
3,43000,850,2,"Aspire, Kandivali East",Mumbai,1,Family,3
2,58000,805,2,"Auris Serenity, Link Road",Mumbai,2,Bachelors/Family,3
2,130000,700,2,Bandra West,Mumbai,2,Bachelors/Family,2
3,260000,1800,2,JVPD Scheme,Mumbai,2,Family,4
2,46000,669,2,"Tulip at Runwal Forests, Kanjurmarg West",Mumbai,1,Bachelors,2
1,6500,325,2,"Unicorn Global Arena, Naigaon East",Mumbai,1,Family,1
1,21000,600,1,Sher E Punjab Society,Mumbai,2,Bachelors/Family,1
2,46000,725,2,Chembur,Mumbai,1,Bachelors/Family,2
2,60000,750,2,"Green Woods Chkala, Andheri East",Mumbai,2,Bachelors/Family,2
3,65000,1050,2,"Hillcrest, Andheri East",Mumbai,2,Bachelors,3
2,15000,600,2,Shilphata,Mumbai,1,Bachelors/Family,2
2,130000,1000,2,Bandra West,Mumbai,2,Bachelors/Family,2
3,90000,1110,2,"Omkar Alta Monte, Kurar Village",Mumbai,2,Bachelors/Family,3
2,62000,650,2,Jacob Circle,Mumbai,1,Family,2
3,160000,1100,2,Santacruz West,Mumbai,2,Bachelors/Family,3
3,80000,1100,2,"Godrej Central, Chembur",Mumbai,1,Bachelors/Family,3
3,80000,1110,2,"Omkar Alta Monte, Kurar Village",Mumbai,2,Bachelors/Family,3
3,55000,999,2,"Orchid Residency, Link Road",Mumbai,2,Family,2
