customer_id,age,gender,dependents,occupation,city,customer_nw_category,branch_code,churn
5983,29,1,0,0,491,2,1466,0
5984,90,1,0,1,1597,2,737,0
5985,46,1,0,1,646,3,397,0
5986,34,0,0,1,892,3,2890,0
5987,38,0,0,1,1388,1,545,0
5988,37,1,0,0,1020,2,1108,0
5989,28,1,0,0,623,2,1043,0
5990,81,1,2,3,146,2,353,0
5991,45,1,0,1,491,3,93,0
5993,52,1,0,0,1020,1,47,0
5994,51,0,0,0,1020,2,13,1
5995,68,1,0,3,1164,3,2051,0
5996,38,1,0,0,834,3,460,0
5997,20,0,0,2,,3,1767,1
5999,53,0,0,0,1020,2,86,0
6000,50,0,0,1,243,2,2542,0
6001,33,0,0,1,388,3,2251,0
6002,37,0,0,0,334,2,3791,0
6003,36,1,2,0,1096,1,1719,0
6004,62,0,0,1,1096,3,328,1
6006,30,1,0,1,575,2,1718,0
6007,90,1,0,1,1020,2,5,0
6008,32,0,0,1,334,2,1290,0
6009,55,0,0,1,1096,3,1338,0
6010,57,1,2,1,1439,2,74,0
6011,37,0,0,1,834,3,1219,0
6013,59,1,4,0,1084,3,830,0
6014,58,0,0,0,1020,1,1357,1
6015,41,0,0,1,834,1,2697,0
6016,50,1,0,0,630,2,281,0
6017,47,0,0,1,1525,3,276,0
6018,35,1,1,1,409,3,4190,0
6020,78,0,0,1,318,2,3029,1
6021,47,0,0,0,1020,3,12,1
6022,47,0,4,1,856,2,1499,0
6023,25,1,0,2,1096,1,89,0
6024,40,0,0,1,575,2,1098,0
6025,29,1,,0,1258,3,2561,0
6027,41,0,0,1,1111,2,1898,0
6028,43,1,0,1,797,2,1631,0
6029,44,0,0,1,904,1,1112,0
6031,73,1,0,1,834,2,452,0
6032,26,0,2,0,623,1,218,0
6033,46,1,0,1,1181,3,235,0
6034,90,,,1,745,1,127,0
6035,90,,0,1,409,3,287,0
6036,64,0,0,1,1096,2,1375,1
6037,26,1,0,2,1096,2,272,0
6038,69,1,0,3,409,2,272,0
6039,37,1,0,0,34,2,3,0
6040,22,0,,1,914,2,123,0
6041,90,,0,1,578,3,399,1
6042,33,1,0,1,759,2,1982,0
6043,68,1,0,3,15,2,1337,0
6044,42,0,0,0,623,3,1284,0
6045,90,1,0,1,334,1,1216,0
6046,36,1,0,0,337,2,1770,0
6047,10,0,0,2,1525,2,1077,0
6048,57,0,0,1,,2,59,0
6049,67,0,,3,623,3,81,0
6050,16,1,0,2,,2,68,0
6051,59,1,0,0,407,3,1399,1
6052,33,1,2,1,1646,2,1432,1
6053,40,1,0,1,61,2,1822,0
6054,24,1,0,2,1096,2,614,0
6055,63,1,0,0,207,2,2296,0
6056,31,1,0,1,409,2,247,1
6058,4,1,,2,146,2,885,0
6059,65,1,1,1,15,2,1288,0
6060,45,0,0,1,1020,1,291,0
6061,62,1,0,3,623,2,1995,0
6062,56,1,0,0,1085,3,3360,0
6063,51,1,4,1,1157,2,252,0
6064,33,1,0,0,213,2,765,0
6067,72,0,0,1,1525,3,38,0
6068,2,0,,2,334,3,136,0
6069,52,0,0,1,1020,2,84,0
6070,31,1,0,0,1096,3,551,1
6071,40,0,0,1,575,3,1718,0
6072,52,0,2,1,,3,4015,0
6073,34,0,,1,905,2,1380,0
6074,35,1,0,0,454,2,2718,0
6076,39,0,0,2,146,3,1751,0
6077,80,1,0,3,146,2,76,0
6078,29,1,0,0,1020,2,541,0
6079,84,0,0,1,579,3,1468,1
6080,65,1,0,1,656,3,340,0
6081,53,0,0,1,44,2,409,0
6082,90,,,1,834,2,1924,0
6084,35,1,,1,409,2,217,0
6085,26,1,2,1,1494,3,1249,0
6086,40,0,0,1,318,2,2658,0
6087,32,1,1,1,1076,3,878,0
6088,35,1,,1,1110,2,982,0
6089,57,0,0,1,1020,2,1027,0
6090,48,0,0,1,1020,2,163,0
6091,28,0,0,1,146,2,2394,1
6092,49,1,2,0,169,3,147,0
6093,60,1,0,0,241,2,617,0
6094,76,0,0,1,1020,2,84,0
6095,61,0,0,1,834,3,22,0
6096,73,1,0,1,822,2,295,0
6097,35,0,3,1,1232,3,1792,1
6098,72,0,0,1,1096,2,287,0
6099,6,1,0,2,,3,376,0
6100,71,1,0,3,869,3,1856,0
6101,57,1,2,0,834,3,2697,0
6102,26,1,,0,61,2,1313,0
6104,58,1,0,1,61,2,476,1
6105,43,1,3,0,1020,3,455,0
6106,43,0,0,1,1540,2,1545,0
6107,63,1,0,1,1402,3,952,0
6108,65,1,0,1,630,3,11,0
6109,33,0,0,1,1096,3,3756,1
6110,25,0,0,2,15,1,1567,0
6112,41,0,0,0,334,3,674,0
6113,62,1,2,0,1399,3,1778,0
6115,79,1,0,3,61,3,115,1
6116,66,1,0,3,531,2,590,0
6117,62,1,0,3,1180,2,116,1
6118,38,1,0,1,905,1,259,0
6119,49,1,0,0,1232,3,447,1
6120,25,0,0,2,621,3,208,0
6121,40,0,0,1,1020,2,82,0
6122,37,1,3,1,146,2,41,0
6123,86,0,0,1,,2,3,0
6125,42,0,1,1,491,3,1733,1
6126,37,1,0,0,623,3,418,0
6127,62,1,0,3,1076,2,64,1
6128,43,1,0,1,243,3,122,0
6129,67,0,0,3,1096,2,1559,0
6130,39,1,1,,1020,2,356,0
6131,45,1,0,0,1219,3,274,0
6132,43,1,2,1,491,3,396,0
6133,39,0,0,1,1181,2,235,0
6134,27,1,0,0,575,2,90,0
6135,54,1,0,1,15,3,305,0
6136,46,1,0,0,146,3,53,0
6137,41,0,0,1,1076,2,64,0
6138,41,1,0,0,1181,3,186,0
6139,50,0,0,1,1096,3,439,0
6140,37,1,0,1,1020,1,212,0
6141,66,1,1,3,1076,2,64,0
6142,62,0,0,1,169,3,429,0
6143,32,1,,1,136,2,2433,0
6144,39,1,1,0,104,3,1884,0
6145,33,1,0,0,956,2,1571,0
6146,51,1,0,0,334,2,1863,0
6147,90,,0,1,531,2,585,0
6148,35,1,0,0,1020,2,47,0
6149,27,0,0,1,953,3,470,1
6150,77,0,0,1,856,3,1498,0
6151,36,1,0,1,1096,2,158,0
6152,51,0,1,1,146,3,264,1
6153,90,,0,1,1494,2,896,1
6154,90,1,0,3,,2,88,1
6155,41,0,0,1,456,2,1071,0
6156,74,1,0,3,834,2,1231,1
6157,28,1,0,1,409,3,1658,0
6158,37,1,0,0,334,3,1587,0
6159,46,0,0,1,1096,2,271,0
6160,43,0,0,1,334,3,1870,0
6161,28,0,,1,575,2,3814,1
6162,63,1,0,1,1258,3,152,1
6163,38,1,0,1,372,3,2584,0
6165,10,1,0,2,1076,2,64,0
6166,57,1,1,0,15,2,1288,1
6167,90,1,0,1,658,2,735,1
6168,40,0,0,0,,1,86,0
6169,28,0,,1,363,3,269,1
6170,65,1,0,1,224,2,137,0
6171,57,1,0,1,484,2,1641,0
6172,9,0,0,2,623,1,317,0
6173,61,1,0,1,1020,3,835,0
6174,60,0,0,1,363,3,1588,0
6175,49,0,2,1,146,2,1749,0
6176,90,,,1,1420,3,907,1
6177,33,0,0,1,1318,2,1892,0
6178,57,0,0,1,409,2,217,1
6179,60,1,,1,1105,3,2588,1
6180,35,1,0,0,1232,2,2524,0
6181,36,0,0,0,1232,2,39,0
6182,31,0,0,0,1096,3,32,0
6183,79,1,0,0,1219,3,274,1
6184,70,0,0,1,1096,2,134,0
6185,67,1,,1,656,2,341,0
6186,77,1,0,1,575,2,2686,0
6187,66,1,0,1,146,3,2624,0
6188,46,0,0,1,656,2,1397,1
6189,52,0,0,1,575,3,280,1
6190,43,1,2,0,1494,3,251,0
6191,34,1,0,0,1096,2,1666,0
6192,45,1,0,1,1178,3,526,0
6193,59,1,0,1,653,3,2310,0
6194,22,1,0,2,146,1,41,0
6195,45,1,1,0,834,2,1224,0
6196,74,1,1,1,1096,1,11,0
6197,90,1,0,1,949,2,342,0
6198,47,1,3,1,1416,2,524,0
6199,37,1,0,1,52,1,654,1
6200,38,1,0,0,531,3,1667,0
6201,54,1,4,1,657,2,180,1
6202,27,1,0,2,904,2,594,0
6203,45,0,0,1,1382,3,629,0
6204,35,0,0,1,585,2,458,0
6205,42,0,1,1,419,3,887,0
6206,34,1,1,1,980,2,1911,0
6207,34,1,0,1,575,1,1381,0
6208,45,1,0,1,1452,2,852,0
6209,24,1,0,2,623,1,21,0
6210,72,1,0,3,1096,2,578,0
6211,28,1,,1,241,2,62,0
6212,57,1,3,0,1020,2,69,0
6213,41,1,2,1,1096,1,129,0
6214,55,1,0,1,409,2,144,0
6215,29,0,0,0,146,3,628,0
6216,60,1,0,1,118,2,3934,0
6217,90,,0,1,1388,1,621,0
6218,35,1,0,1,1322,3,325,1
6219,56,1,0,1,372,2,236,0
6220,76,1,0,1,1020,1,288,0
6221,43,1,0,0,514,2,1757,0
6222,71,0,0,1,1020,2,5,0
6223,56,1,0,1,1593,2,211,1
6224,38,0,0,1,395,2,454,0
6225,49,1,0,0,1034,1,65,0
6226,64,0,0,1,1020,1,592,1
6227,90,0,0,3,1020,2,227,0
6228,71,1,0,3,409,2,922,0
6229,48,0,,1,,3,175,0
6230,12,1,,2,1020,2,280,0
6231,64,1,0,1,834,3,4672,0
6232,63,1,1,1,1020,1,322,1
6233,57,0,0,1,1294,2,719,0
6235,79,1,0,3,1232,2,39,0
6236,33,1,0,0,1020,1,501,0
6237,78,0,0,3,575,3,90,0
6238,68,0,0,1,557,3,284,0
6239,35,1,0,0,1096,3,32,0
6240,48,0,0,0,834,3,593,0
6241,44,1,2,1,759,2,518,0
6242,42,1,2,1,357,3,504,0
6243,39,0,0,1,905,3,1320,0
6244,33,0,,1,345,1,2221,1
6245,36,0,0,1,146,2,157,0
6246,17,1,0,2,15,2,48,0
6247,51,1,3,1,1020,1,501,0
6248,67,0,0,1,1232,3,149,0
6249,25,0,0,1,1232,2,1811,0
6250,36,0,,1,791,3,2127,0
6251,90,,0,1,1020,2,15,0
6252,30,1,0,0,334,2,1869,0
6253,84,1,0,3,1232,2,2454,0
6254,36,1,0,1,1338,3,2067,0
6255,23,1,0,2,1020,2,145,0
6256,35,0,0,1,78,2,255,0
6257,57,1,2,1,1232,1,52,0
6258,35,1,0,0,1020,1,19,1
6259,38,1,0,1,334,1,795,1
6260,63,1,0,0,617,3,1362,1
6261,71,1,0,3,1020,3,163,0
6262,5,1,0,2,762,3,1434,1
6263,36,0,0,0,1232,2,52,0
6264,40,1,0,1,1014,3,1090,0
6265,44,0,,1,623,2,4194,1
6266,47,1,0,1,15,1,2481,1
6267,66,1,0,3,409,3,924,1
6268,47,1,0,1,336,2,1491,1
6269,47,1,2,1,1232,3,900,1
6270,53,1,2,1,1020,2,182,0
6271,39,0,0,1,1494,2,251,0
6272,40,1,0,0,1020,3,322,0
6273,55,0,0,1,328,2,1968,0
6275,47,1,0,1,89,3,2550,0
6276,39,1,0,0,630,2,1405,1
6277,15,1,0,2,1020,2,15,0
6278,26,1,0,1,745,3,1903,0
6279,64,0,0,1,834,2,40,1
6280,70,1,0,1,334,1,82,0
6281,36,1,,1,996,1,656,1
6282,43,1,0,0,1232,2,539,0
6283,38,0,0,1,241,2,1058,0
6284,90,,0,1,21,2,205,0
6285,38,0,0,1,578,2,2282,0
6286,34,1,0,1,76,3,1447,0
6287,53,1,0,1,623,2,1031,0
6288,40,1,0,0,762,3,1434,0
6289,30,1,0,0,491,2,2840,0
6290,28,1,0,0,834,2,18,0
6291,42,1,0,1,905,2,634,1
6292,61,1,2,1,1517,2,2894,0
6293,31,1,0,1,604,2,761,1
6294,59,0,0,1,1096,3,1375,1
6295,66,1,0,1,1084,2,1471,0
6296,46,0,0,1,1096,3,933,0
6297,42,1,0,1,15,2,69,0
6298,46,1,2,1,822,2,117,0
6299,57,1,0,1,621,1,14,1
6300,44,1,0,1,409,3,91,0
6301,43,0,0,1,1525,3,1235,0
6302,48,0,0,1,1020,1,79,0
6303,90,1,0,1,425,3,788,0
6304,75,1,0,0,1111,2,1899,0
6305,38,0,0,1,745,3,127,0
6306,27,1,0,0,1020,1,5,0
6307,58,1,2,0,334,3,492,0
6309,45,0,0,1,1020,3,626,0
6310,50,0,0,1,1180,2,116,0
6311,23,0,0,2,146,3,92,0
6312,64,1,0,3,1135,3,1533,1
6313,25,0,0,2,409,2,32,0
6315,90,,,1,579,2,192,1
6317,75,0,0,1,491,2,93,0
6318,45,0,0,1,575,2,622,0
6319,68,1,0,3,1388,3,1378,0
6320,43,1,0,1,1020,2,2,0
6321,44,1,0,0,968,3,942,0
6322,25,1,0,1,1518,3,2148,0
6323,62,0,0,1,1096,2,327,0
6324,41,1,3,1,1181,3,2515,0
6325,38,1,0,1,575,1,280,0
6327,56,1,0,0,,2,25,0
6328,62,0,0,3,284,3,1481,0
6330,12,1,0,2,1084,3,540,1
6331,33,0,0,1,265,2,2273,1
6332,39,1,0,1,9,2,884,0
6333,47,1,0,0,724,3,194,0
6334,42,1,0,1,,2,1828,0
6335,34,1,5,1,221,2,30,0
6336,65,1,0,0,1438,2,1239,0
6337,82,1,0,3,146,3,261,0
6338,59,1,2,0,1084,1,256,0
6339,67,0,0,1,146,1,157,0
6340,38,1,0,0,334,2,206,0
6341,34,1,0,0,1020,2,322,0
6342,28,1,0,1,615,2,980,0
6343,40,0,,1,914,3,2027,0
6344,90,,,,325,2,1967,1
6345,69,0,0,1,1476,3,505,0
6346,40,1,0,1,11,3,121,1
6347,75,1,0,3,1263,3,50,0
6348,33,0,0,1,11,3,1934,1
6349,39,0,0,1,409,3,1003,0
6350,48,0,0,1,1232,2,103,0
6351,76,0,0,1,1232,2,635,0
6352,31,0,0,1,623,3,3611,0
6353,32,1,0,2,1110,2,982,0
6354,36,1,2,0,1111,1,105,0
6355,35,1,,1,11,3,121,0
6356,49,0,0,1,452,2,637,0
6357,53,1,2,0,494,2,604,0
6358,28,0,0,1,415,3,2168,0
6359,32,1,0,0,1020,1,12,0
6360,41,0,0,1,637,2,224,0
6361,46,0,1,1,1275,3,985,0
6362,41,0,0,1,146,1,3780,0
6363,37,1,2,1,905,2,3488,0
6364,50,1,0,0,575,3,583,0
6366,60,1,0,3,15,2,190,0
6367,25,1,0,1,479,3,234,0
6368,37,1,0,1,102,3,826,0
6370,67,1,0,3,272,3,267,0
6371,40,0,0,1,665,2,177,0
6372,64,1,0,1,468,2,175,0
6373,52,0,0,1,905,2,1310,0
6374,46,0,0,0,1020,2,374,0
6375,27,1,0,1,1494,3,1704,0
6376,33,0,0,0,146,2,1300,0
6377,46,1,3,1,531,2,2649,0
6378,14,0,,2,15,2,1681,0
6379,5,1,0,2,1525,2,1085,0
6380,22,0,1,2,146,1,53,0
6381,55,1,1,0,471,3,1641,0
6382,76,1,0,1,409,3,1350,0
6383,34,0,0,1,409,2,1352,0
6384,29,0,,0,1388,2,42,0
6385,28,0,0,0,1020,1,12,0
6386,33,0,0,1,623,2,811,0
6388,39,1,0,0,38,3,2434,0
6389,31,1,0,1,,3,1835,0
6390,65,1,0,1,409,2,193,0
6391,39,1,0,0,1020,3,486,0
6392,46,1,0,1,409,3,330,0
6393,44,0,0,1,1020,1,13,0
6394,27,1,0,0,409,2,11,0
6395,53,0,,0,737,3,3019,0
6396,42,0,0,1,1449,3,610,1
6397,90,1,0,1,1493,3,2147,0
6398,11,1,0,2,575,1,622,0
6399,63,1,3,1,114,3,1422,0
6400,34,1,0,1,162,3,304,0
6401,42,1,0,0,1232,2,7,0
6402,55,1,0,1,800,2,112,0
6403,69,1,0,0,67,2,1035,0
6404,51,1,0,1,1345,2,3025,0
6405,20,0,0,1,965,3,3043,0
6406,29,1,0,0,996,2,1834,0
6407,42,0,0,1,1020,2,669,0
6409,36,1,0,1,1232,2,2054,1
6410,42,0,0,0,1111,3,1401,0
6411,44,1,2,1,575,2,572,0
6412,54,1,1,1,409,3,120,0
6413,33,0,0,1,649,2,54,0
6414,5,0,0,2,1111,2,1292,1
6415,37,1,0,1,1232,3,39,0
6416,45,1,2,0,1020,2,239,0
6417,37,0,0,1,1232,2,1115,0
6419,39,0,0,0,1020,3,542,1
6420,68,1,0,1,491,3,294,0
6421,59,1,0,0,848,2,1846,0
6422,33,0,0,1,409,3,395,0
6423,54,1,3,1,623,2,1031,0
6424,48,1,2,1,409,3,26,0
6425,72,1,0,3,52,2,131,0
6427,35,1,0,1,834,3,174,0
6428,40,1,3,1,531,3,2722,0
6429,30,1,0,0,1020,3,1333,0
6430,31,0,0,1,1096,3,139,0
6431,59,1,3,0,521,3,109,0
6432,67,0,0,1,1020,3,1579,0
6433,45,0,,1,1096,3,2040,0
6434,75,1,0,3,1020,2,159,0
6435,52,1,1,0,146,3,76,0
6436,55,0,0,0,623,3,3860,0
6437,74,1,0,1,499,2,647,0
6438,60,1,1,0,834,2,22,1
6439,42,0,0,1,1154,2,1419,0
6440,87,1,,3,1096,1,90,0
6441,54,1,0,1,26,2,221,0
6442,39,1,0,0,146,3,1756,0
6443,33,1,1,1,489,3,2796,0
6444,23,0,0,0,146,2,140,0
6445,40,1,0,1,611,1,155,0
6446,43,1,0,1,602,3,851,0
6447,44,1,2,0,1525,2,276,0
6448,20,0,0,2,745,1,127,1
6449,45,0,0,1,334,2,574,1
6450,36,1,0,0,656,3,1263,0
6451,47,1,0,1,497,2,595,0
6452,35,1,0,1,1420,3,907,0
6453,43,1,2,1,102,2,113,0
6454,90,,0,1,834,3,1224,0
6455,72,1,0,1,1380,3,2052,0
6456,42,1,0,0,1020,3,1123,0
6457,35,1,0,1,905,2,606,0
6458,65,1,0,1,980,2,655,0
6459,72,0,0,1,1020,2,239,1
6461,43,1,0,1,61,2,1580,0
6462,70,1,1,1,560,1,578,1
6463,42,0,0,1,1034,2,249,0
6464,38,1,0,0,1096,2,1664,0
6465,69,1,0,3,409,2,120,0
6466,52,1,0,1,120,3,2619,0
6467,30,0,0,1,1315,3,2537,0
6468,31,1,0,1,1020,3,592,0
6469,74,1,0,3,834,2,1130,0
6470,38,1,3,1,648,2,2062,0
6471,67,1,0,3,334,2,260,0
6472,63,1,0,0,1096,2,1127,0
6473,33,0,0,0,409,3,292,0
6474,63,1,0,3,409,2,1441,1
6475,59,1,,1,1315,2,250,0
6476,79,0,0,3,1096,3,1365,1
6477,41,1,2,1,372,3,2272,0
6478,31,0,0,1,409,2,193,0
6479,27,0,0,0,1111,2,1292,0
6480,74,1,2,3,334,2,687,0
6481,31,0,0,0,409,2,1668,0
6482,28,1,0,2,409,2,272,0
6484,55,1,1,0,409,2,1441,0
6485,10,0,0,2,1020,2,1118,0
6486,58,0,0,1,834,2,8,0
6487,25,0,0,2,630,1,36,0
6488,63,1,0,1,1274,2,162,0
6489,29,1,0,0,1583,2,179,0
6491,43,1,0,1,1020,2,2655,0
6492,34,1,2,1,78,2,255,1
6493,65,0,0,1,656,2,1383,0
6494,23,0,0,2,1096,3,1375,0
6495,79,1,0,1,56,3,917,0
6496,71,0,0,1,334,2,82,0
6497,62,1,0,1,241,2,62,0
6499,48,1,0,0,1464,2,2672,0
6500,41,1,0,1,154,2,658,1
6501,90,1,0,1,146,2,367,0
6502,39,1,0,1,1020,2,1105,1
6503,44,1,0,1,1613,2,109,0
6504,58,1,,1,340,2,2787,0
6505,31,1,0,0,346,2,2560,0
6506,64,0,0,1,409,2,339,0
6507,35,0,2,0,623,2,2073,1
6508,39,0,0,1,185,2,1054,0
6509,57,1,0,0,656,2,1332,0
6510,55,1,0,1,102,1,113,0
6511,74,1,0,1,834,2,349,0
6512,9,1,0,2,696,2,753,0
6513,28,1,0,1,1096,3,923,0
6514,39,1,0,0,1020,2,414,0
6515,54,1,2,0,649,2,348,0
6516,52,0,,0,860,3,18,0
6517,36,0,0,1,649,3,289,0
6518,90,,,1,409,2,588,0
6519,59,1,0,0,1020,2,16,0
6520,38,1,0,1,1494,3,1026,0
6521,42,1,0,1,1346,3,1690,0
6522,71,0,,1,905,2,1831,0
6523,80,1,0,1,834,2,469,0
6525,73,1,0,3,1648,2,61,1
6526,25,1,0,1,1446,3,726,0
6528,42,1,2,0,1597,2,170,0
6529,36,0,0,0,1096,3,933,0
6530,56,1,0,0,231,3,152,0
6531,28,1,2,1,1154,3,2707,1
6532,29,1,0,1,656,3,340,0
6534,61,1,0,0,623,3,1041,0
6535,37,0,0,1,146,2,157,0
6536,34,0,0,1,575,2,1381,0
6537,90,,,1,1020,1,666,0
6538,45,1,0,1,579,2,192,1
6539,68,0,0,1,1020,2,356,0
6540,77,0,0,1,334,1,4,1
6541,36,1,0,0,1057,2,1879,0
6542,64,0,0,1,834,2,1231,1
6543,22,0,0,2,1096,2,482,0
6544,72,0,0,1,1438,3,151,1
6545,58,1,,1,617,3,1435,1
6546,54,1,2,0,1096,2,4711,0
6547,57,,,1,409,2,287,0
6549,37,1,3,0,743,3,270,0
6550,8,1,0,2,1232,2,29,0
6553,43,1,0,0,1525,2,175,0
6554,49,1,3,1,1258,3,3656,0
6555,57,1,0,1,1401,2,1829,0
6556,90,,,1,1020,1,60,1
6557,65,1,0,1,264,3,2635,0
6558,90,,0,1,427,2,244,1
6559,24,0,,1,621,2,531,0
6560,39,0,0,1,61,1,115,0
6561,49,1,3,1,1232,3,1797,0
6562,62,1,2,1,1020,2,542,0
6563,72,1,0,3,834,3,1219,0
6564,34,1,1,1,623,2,368,0
6565,48,1,6,1,1178,3,2459,1
6566,29,0,0,1,604,2,527,0
6567,60,0,0,1,762,3,3653,0
6568,55,1,0,0,468,2,175,0
6570,51,0,0,1,1084,3,1102,0
6571,32,1,0,0,146,2,3678,0
6572,32,0,0,1,617,3,2883,0
6573,31,0,0,1,1020,1,322,0
6574,26,1,0,1,241,2,1768,1
6575,72,0,0,1,1096,2,1669,0
6576,47,0,,1,1463,3,387,0
6577,55,1,0,0,594,3,672,0
6579,45,1,2,1,1494,3,251,1
6580,61,1,0,0,1084,2,1575,0
6581,54,1,0,1,1232,1,103,0
6582,39,0,0,1,649,3,2837,0
6583,33,0,0,0,623,3,968,1
6584,74,1,0,3,836,2,2807,0
6585,31,0,0,0,1166,3,2849,0
6586,39,0,0,1,146,2,75,0
6587,48,1,0,1,409,3,2072,0
6589,51,1,0,0,1020,1,501,1
6590,57,0,0,3,15,2,1285,0
6591,58,1,0,1,710,3,2208,0
6592,43,1,2,1,1219,2,274,0
6593,47,1,4,1,140,3,2511,0
6594,48,1,0,1,1642,2,2553,0
6595,2,0,0,2,1084,3,2860,0
6596,41,1,0,1,102,3,826,0
6597,62,1,,0,904,3,2047,0
6598,25,0,0,1,146,3,286,0
6599,59,1,0,1,1628,2,2971,0
6600,58,0,0,0,491,2,396,0
6601,39,1,0,1,1494,2,533,0
6602,77,1,0,3,15,2,49,0
6603,35,1,0,1,623,2,1639,0
6604,37,0,0,1,1589,3,1711,0
6605,7,0,0,2,1111,2,4715,0
6606,50,0,2,0,1111,2,88,1
6607,16,1,0,2,630,2,1771,0
6608,58,1,0,0,334,3,124,0
6609,36,0,0,1,1525,3,1077,1
6610,81,1,0,3,1388,2,42,0
6611,63,0,0,1,1096,1,26,0
6612,39,0,0,1,1020,2,79,1
6613,50,1,0,1,409,2,132,0
6614,60,1,0,1,318,3,450,1
6617,29,0,0,2,1534,2,63,1
6618,39,1,,1,283,2,2173,1
6619,71,1,0,3,1020,2,239,0
6621,6,0,0,2,334,1,206,0
6622,69,1,0,3,407,2,225,0
6623,43,1,4,1,334,3,166,1
6624,38,1,,0,243,3,4705,0
6625,71,0,0,1,1096,2,129,0
6626,22,0,0,2,575,2,139,0
6627,14,0,0,2,1582,2,857,0
6628,28,1,0,1,1154,2,1419,0
6629,51,0,0,1,1154,3,171,0
6630,32,0,0,0,1020,1,240,0
6631,32,1,0,1,1096,2,1317,1
6632,40,1,,0,615,2,980,0
6633,56,0,0,1,1494,3,1026,1
6635,34,1,3,1,15,3,1675,0
6636,31,1,0,2,1020,2,60,1
6637,45,0,0,1,,2,72,0
6638,45,1,4,1,1645,3,1017,0
6639,76,1,0,3,1020,2,114,0
6640,43,1,2,0,243,3,1252,0
6641,45,1,0,1,1076,2,793,0
6643,47,0,0,1,1020,2,474,0
6645,35,0,0,1,292,2,2311,0
6646,60,1,,3,575,3,1717,0
6647,47,1,0,1,572,2,189,1
6648,47,0,1,1,1084,2,258,1
6649,54,0,0,1,44,3,409,1
6651,42,1,2,1,15,2,6,0
6652,56,1,,0,1598,2,2028,1
6653,74,1,0,3,201,3,913,1
6655,44,0,0,1,904,3,78,0
6656,48,1,0,0,1020,1,501,1
6657,60,0,0,0,531,2,153,0
6659,36,1,0,1,1603,3,72,0
6661,36,1,0,0,656,3,46,0
6662,39,0,0,1,1271,2,379,0
6663,90,0,0,1,834,2,1242,0
6664,31,0,0,1,834,2,3743,0
6665,42,1,1,1,575,2,1381,0
6666,33,1,2,2,625,3,1699,1
6667,27,1,0,1,1096,2,614,0
6668,64,1,0,0,745,2,298,1
6670,38,1,0,1,834,3,1925,1
6671,39,1,2,1,1096,2,935,0
6672,39,1,0,1,1071,2,623,0
6673,54,1,2,1,630,2,3660,1
6674,30,1,2,1,1399,3,1778,0
6675,30,0,0,1,409,2,1317,1
6676,62,0,0,1,1096,1,572,0
6677,28,1,0,2,,3,3258,0
6678,51,0,0,1,628,3,1999,0
6679,79,0,0,1,834,2,4339,1
6681,57,0,0,0,1084,2,1,0
6682,53,1,0,0,630,2,1240,0
6683,90,,,1,15,3,237,0
6684,83,0,0,1,1020,3,86,0
6686,5,1,,2,676,3,2062,0
6687,41,1,0,0,1020,3,227,0
6688,63,0,0,1,649,2,289,0
6689,34,0,0,0,1232,3,52,0
6690,59,0,0,1,996,2,1834,1
6691,25,1,1,0,630,3,3812,0
6692,40,1,0,0,834,2,1923,1
6693,46,0,0,1,409,3,330,0
6694,52,1,4,0,1096,3,933,0
6695,35,0,0,1,623,3,696,1
6696,66,1,1,1,1020,2,501,0
6697,38,1,2,1,1598,3,1465,0
6698,69,1,0,3,491,3,707,0
6699,45,0,1,1,834,2,22,0
6700,32,0,0,0,146,2,832,0
6701,43,0,0,1,834,2,1242,0
6702,33,1,0,1,1315,3,1977,1
6703,36,1,,0,628,3,1999,0
6704,44,0,0,0,892,3,2890,0
6705,30,1,0,0,15,3,593,0
6706,30,1,0,0,665,3,177,0
6707,42,0,,0,1020,1,1,1
6708,52,0,1,1,1096,3,1375,1
6709,38,1,0,1,623,2,1031,0
6710,42,0,0,0,1020,2,13,0
6711,37,1,3,1,752,3,2692,1
6712,60,1,0,1,575,1,90,0
6713,65,1,0,1,721,2,894,0
6714,47,1,0,1,1096,2,27,0
6715,30,0,0,2,1084,3,211,0
6716,49,1,,1,192,3,2926,0
6717,50,0,0,1,15,3,305,0
6718,71,0,0,1,15,2,1229,0
6719,48,1,0,0,575,2,1002,0
6720,20,1,0,2,848,2,167,0
6721,32,1,0,0,224,1,137,0
6722,30,0,0,0,1020,3,80,0
6723,34,1,0,1,724,2,194,0
6724,68,1,0,3,834,3,2665,1
6725,28,0,,1,867,2,2862,0
6726,64,0,0,1,1096,2,679,1
6727,40,1,1,1,1494,2,1703,1
6728,56,0,0,0,531,2,573,0
6729,24,0,0,2,1020,2,288,1
6730,68,0,0,1,318,1,1556,0
6731,48,1,3,1,996,1,1307,0
6732,39,1,,1,904,3,722,1
6733,40,1,0,0,836,2,40,0
6734,62,1,1,0,623,3,364,0
6735,40,1,0,0,1117,2,822,0
6736,69,1,0,3,623,1,545,0
6737,47,0,0,0,146,2,832,0
6739,69,0,0,1,61,3,2997,1
6740,36,0,0,1,491,2,2652,0
6741,70,1,0,1,1020,2,16,0
6742,77,1,2,3,1096,3,92,0
6743,41,0,0,1,1459,2,949,0
6744,39,1,0,1,146,3,1753,0
6745,19,1,0,2,334,1,17,0
6746,27,1,1,1,1322,3,176,0
6747,83,1,1,1,649,3,1843,0
6748,22,0,0,2,1020,3,85,0
6749,34,1,2,1,409,3,144,0
